Sec,Min,Sec/cyc,L1 Power,L2 Power,L1+L2 Power,L1-N Amps,L2-N Amps,N Amps,L1-N Volts,L2-N Volts,L1-L2 Volts,L3 N Amps,L3 Power,L3-N Volts,Ambient Air,power cord strain relief,power cord at separation,power cord at individual conductor,power switch body top,internal wiring by tank,terminal block body,hi limit body,circuit breaker body 40A,circuit breaker body 4A,inlet valve windings,hot lead at heating element,element end seal,ambient near 24vdc power supply,body of bypass valve windings,body of brew valve windings,lock solonoid windings,ambient near electronic control,spin motor,solid state relay,ptc lead,ptc hi limit control,Handle
10000,166.6666667,380,2936.088801,2797.160115,5733.248916,27.3024,27.043926,0,107.539586,103.430253,222.498793,0.003562,0,0,65.107428,78.865739,92.824735,91.869747,81.474273,109.449552,94.379123,127.587557,107.082841,91.160314,80.48911,149.936609,176.742112,84.18962,116.746412,140.818331,122.975371,127.846183,72.256026,103.20585,129.451524,164.892508,72.677207
385,6.416666667,385,2935.880593,2797.11995,5733.000543,27.299187,27.042,0.000136,107.544615,103.436134,222.491463,0.003759,0,0,64.978099,78.80215,92.822776,92.114112,81.444858,109.27626,94.29447,127.550276,106.941314,91.065633,80.292005,149.567563,176.125593,84.299865,116.795658,140.888971,123.165017,128.441411,72.340545,102.941106,129.547495,165.53122,72.813381
390,6.5,390,2935.266614,2797.583438,5732.850053,27.297286,27.039886,0,107.529613,103.461364,222.484218,0.003677,0,0,65.011503,79.068234,92.837737,91.784862,81.433814,109.073522,94.270678,127.995936,107.191075,91.266047,80.294884,149.886127,176.278576,84.294978,117.208727,141.054673,123.552002,128.744654,72.379637,102.909733,129.64277,166.003183,72.637794
395,6.583333333,395,2934.255713,2798.170769,5732.426482,27.29509,27.036698,0,107.50123,103.495287,222.441089,0.003652,0,0,65.039536,79.149995,92.850733,92.163121,81.783041,109.511561,94.420807,127.999886,106.898431,91.51706,80.244524,149.781282,176.104177,84.397054,117.578813,141.492228,123.761624,128.579807,72.084436,102.512388,129.881694,166.705293,72.712535
400,6.666666667,400,2933.149692,2799.082758,5732.23245,27.293024,27.036247,0.000571,107.468841,103.530745,222.407677,0.004029,0,0,65.015045,78.972772,93.025815,92.241298,81.444658,109.202273,94.589931,128.080487,107.056062,91.353275,80.150767,149.660522,175.744177,84.504896,117.772741,141.390762,124.522206,128.533691,72.635314,102.358211,130.174328,167.2921,73.079874
405,6.75,405,2931.873406,2800.271617,5732.145023,27.292123,27.034042,2.98023E-05,107.425627,103.583164,222.362929,0.003595,0,0,65.391714,79.155711,93.209051,92.087465,81.39045,109.250914,94.682117,128.473274,107.064652,91.339755,80.153883,149.76795,175.795164,84.513708,117.756075,141.37834,124.776244,128.841809,72.550553,102.222317,130.603275,168.21559,72.98482
410,6.833333333,410,2930.854773,2800.747708,5731.602481,27.290869,27.032477,0,107.393238,103.606774,222.329943,0.003521,0,0,64.92272,79.107364,93.244686,92.53515,81.331582,109.453713,94.718903,128.32219,106.975257,91.083991,80.160536,149.552103,174.955638,84.589677,117.994333,141.481936,125.453448,128.73519,72.567735,102.078577,130.82988,168.890772,73.093779
415,6.916666667,415,2930.857769,2800.375348,5731.233118,27.288558,27.029928,7.89762E-05,107.402443,103.602768,222.33608,0.003685,0,0,65.151636,79.116574,93.32483,92.209863,81.267472,109.421756,94.620685,128.670524,106.865251,91.356214,80.127912,149.539721,174.885709,84.578024,118.544887,141.532319,125.852854,128.995734,72.35622,101.710499,130.979788,169.243487,73.078387
420,7,420,2931.424577,2799.07548,5730.500057,27.285542,27.028944,0,107.435088,103.558446,222.384749,0.003365,0,0,65.043572,79.139596,93.347884,92.552336,81.294941,109.323412,94.913042,128.815846,107.062164,91.027513,79.853177,149.429866,174.829367,84.429967,118.251894,141.536951,126.044941,129.75392,72.533717,101.458021,131.171611,169.719168,73.151562
425,7.083333333,425,2937.197202,2802.110132,5739.307335,27.327479,27.072553,0.001317,107.481456,103.503725,222.438958,0.003816,0,0,64.898697,79.111656,93.183879,92.729746,80.433754,109.080572,94.928739,128.782026,106.954358,90.976871,79.838385,148.783964,174.95284,84.24265,118.564924,141.158512,126.647052,129.201161,72.642928,101.62128,131.440485,170.449412,73.311946
430,7.166666667,430,2927.045938,2789.052787,5716.098725,27.218829,26.963297,0,107.53754,103.438862,222.494105,0.003431,0,0,64.893431,79.367121,93.276933,92.587229,80.47367,109.166828,94.872454,129.080077,106.78625,90.836499,79.903758,148.811126,175.760357,84.543107,118.605132,141.092316,126.907316,129.349696,72.807778,101.413027,131.60881,171.07216,73.207604
435,7.25,435,2925.277112,2784.976395,5710.253508,27.192079,26.935563,0.00098,107.578282,103.394028,222.533057,0.003693,0,0,64.964991,79.378785,93.531515,92.690869,80.518108,109.70248,95.003237,129.066649,107.035814,91.066685,80.016303,149.202732,177.144359,84.569387,119.191033,141.262353,127.286258,129.333297,72.375804,100.939369,131.633891,171.319939,73.34432
440,7.333333333,440,2924.578133,2783.12674,5707.704873,27.182006,26.924155,0.000333,107.592431,103.36914,222.538001,0.003906,0,0,64.796093,79.40933,93.488484,92.498644,80.094803,109.645943,94.977612,129.142151,106.891606,90.750573,79.913951,149.243972,178.969954,84.588327,119.25517,141.006351,127.801216,129.56423,72.716236,101.015405,132.064039,171.968325,73.801688
445,7.416666667,445,2923.59319,2783.332993,5706.926182,27.177933,26.920778,0.000349,107.572316,103.389766,222.522147,0.003792,0,0,64.910188,79.37908,93.56451,92.764713,80.284756,109.983866,95.267112,129.44471,107.153813,90.876651,79.886179,150.097919,181.653507,84.981187,119.148144,141.157179,128.224637,129.212944,72.538825,100.870902,132.024983,172.56881,73.833128
450,7.5,450,2921.644286,2785.482472,5707.126758,27.17422,26.917336,0.000415,107.515294,103.482843,222.423616,0.003718,0,0,64.888927,79.417275,93.835012,92.72837,80.111353,110.030274,95.175257,129.54372,107.010674,90.727225,79.791458,150.70879,184.105994,85.147149,119.536643,141.029884,128.675792,129.555342,72.407667,100.728329,132.439509,173.094607,73.865755
455,7.583333333,455,2919.164639,2787.498462,5706.663102,27.171319,26.913542,0,107.435514,103.572339,222.344348,0.003513,0,0,64.978453,79.159298,93.472259,92.739063,79.815437,110.189793,95.361214,129.412307,106.966312,90.419106,79.627551,151.183932,185.960457,84.893327,119.491314,140.804521,128.937593,129.608503,72.356758,100.53565,132.417825,173.678795,73.868219
460,7.666666667,460,2917.603873,2787.670736,5705.27461,27.16718,26.909182,0,107.394431,103.595523,222.311703,0.003701,0,0,64.951993,79.485014,93.686896,92.883574,79.927662,110.478119,95.606411,129.705203,107.038543,90.718748,79.460393,151.992339,187.535496,85.238083,119.80576,140.914848,129.24036,129.760889,72.607335,100.593197,132.810778,174.01426,73.793312
465,7.75,465,2912.102344,2780.252101,5692.354445,27.101886,26.848681,0.000612,107.450175,103.55265,222.380914,0.004062,0,0,64.882523,79.563218,93.76343,92.890681,80.066518,110.895059,95.5998,129.859487,107.014119,90.862773,79.704762,152.786439,189.897296,85.117659,120.358044,141.056217,129.434213,130.223467,72.164731,100.389414,133.006225,174.512372,73.645134
470,7.833333333,470,2914.369698,2777.779246,5692.148944,27.101296,26.847231,0.000358,107.536176,103.466137,222.487372,0.003956,0,0,65.09563,79.304493,93.832264,93.125625,80.032699,111.160563,95.724881,130.107604,107.045749,90.828968,79.647135,153.703322,191.05024,85.206337,120.273583,140.894948,129.823777,129.780317,72.492769,100.471442,133.114018,174.938091,73.804492
475,7.916666667,475,2915.523805,2775.178566,5690.702371,27.097337,26.841797,0.001357,107.594477,103.390193,222.555218,0.003824,0,0,64.992592,79.384991,94.051466,92.956813,80.04957,111.800174,95.641963,130.160026,106.874777,90.726955,79.772315,154.635104,192.768016,85.557703,120.728641,141.026177,130.184221,130.209046,72.514315,100.370911,133.333277,175.504986,74.056055
480,8,480,2915.505625,2775.511322,5691.016947,27.096739,26.841895,0.002062,107.596181,103.402211,222.540302,0.003554,0,0,64.616733,79.362324,93.883487,92.947426,79.975248,111.922322,95.751023,130.306548,106.998385,90.68838,79.588016,155.316422,194.333287,85.510748,120.534584,140.813207,130.602866,130.398519,72.330831,100.508546,133.503576,175.936156,73.840272
485,8.083333333,485,2913.561252,2776.783405,5690.344656,27.0941,26.835241,0.001317,107.534898,103.475257,222.470154,0.003693,0,0,64.760761,79.466527,94.010985,93.164334,80.133913,112.287331,95.581414,130.342584,106.852377,90.898152,79.626139,155.882491,195.574114,85.571021,120.84527,140.828136,130.923056,130.757156,72.467779,100.573834,133.736234,176.529507,73.608916
490,8.166666667,490,2911.607954,2778.636549,5690.244503,27.089871,26.834847,0.000259,107.47958,103.545831,222.405973,0.003833,0,0,64.890267,79.622936,94.195869,93.391395,80.391865,112.589849,95.74704,130.515223,106.79517,91.344405,79.688168,156.749234,196.969161,85.727958,120.904499,140.768749,131.315726,130.014644,72.503084,100.700141,133.865426,176.823964,73.657395
495,8.25,495,2909.665307,2779.739412,5689.404719,27.087306,26.829553,0.001194,107.418041,103.60737,222.336336,0.00389,0,0,64.808972,79.795349,94.09753,93.17543,80.614532,113.009259,95.710097,130.702983,107.068535,91.274893,79.832676,157.473445,198.424892,85.913005,121.271201,140.763485,131.553588,130.47466,72.709519,100.765838,134.142826,177.472701,73.954003
500,8.333333333,500,2908.873215,2780.019994,5688.893209,27.081823,26.827979,0,107.41054,103.623906,222.337018,0.004316,0,0,64.465014,79.457831,94.044402,93.350453,80.568772,113.054829,95.601882,130.839178,106.935832,91.015511,79.488197,157.848063,199.263976,85.867525,121.231392,140.506549,131.831512,130.435748,72.480615,100.858208,134.475604,177.868346,73.88034
505,8.416666667,505,2908.972936,2779.683816,5688.656752,27.081118,26.82575,0.000587,107.417018,103.619985,222.349121,0.00389,0,0,64.425857,79.453011,94.08405,93.026202,80.756147,113.035966,95.711142,130.901681,106.717144,91.315614,79.512511,158.480667,199.914343,85.74746,121.366975,140.619457,131.874956,131.016932,72.665612,101.022456,134.565261,178.125037,74.060904
510,8.5,510,2908.097669,2779.04561,5687.143279,27.077954,26.822636,0.000923,107.397244,103.608223,222.31784,0.003636,0,0,64.635145,79.599541,94.29188,93.229839,80.670961,113.388757,95.995096,130.986601,106.941147,91.308371,79.350459,159.171941,200.859032,85.67458,121.716206,140.702755,132.413153,131.032582,72.523054,101.194754,134.748019,178.817811,74.15356
515,8.583333333,515,2908.396848,2779.134166,5687.531014,27.078118,26.820357,0.000677,107.407642,103.620326,222.335228,0.003759,0,0,64.90825,79.729223,94.4565,93.227051,80.790238,113.968382,95.770431,131.314843,106.786051,91.311244,79.551576,159.985409,202.059733,86.015965,121.926009,140.718906,132.328631,131.061877,72.552672,101.783235,134.835487,179.409033,74.364777
520,8.666666667,520,2908.30175,2778.541956,5686.843706,27.074676,26.819915,0.000899,107.417785,103.599955,222.347672,0.003972,0,0,64.808772,79.839043,94.223627,93.464405,80.785618,114.304881,95.945094,131.470467,106.935109,91.19252,79.619571,160.879287,202.925137,85.776354,122.116056,140.779797,132.542158,131.05831,72.541418,101.755951,134.987093,179.648221,73.973258
525,8.75,525,2908.568427,2778.030115,5686.598542,27.072562,26.818284,0.000612,107.436026,103.58717,222.349803,0.003874,0,0,64.569263,79.837166,94.492052,93.309099,80.63295,114.543322,96.076121,131.948125,107.21008,91.461062,79.535223,161.574681,203.775681,85.799338,122.298124,140.96178,132.745283,131.192784,72.473168,102.004358,135.389937,179.968272,74.289157
530,8.833333333,530,2908.580838,2777.470136,5686.050974,27.069628,26.814555,0.000612,107.448129,103.580692,222.376908,0.003923,0,0,64.716687,79.606628,94.588859,93.36969,80.794408,114.812305,96.101498,131.956655,107.037505,91.529875,79.531543,162.367807,204.876199,86.004226,122.438548,140.979052,132.838521,131.803647,72.5431,102.267091,135.584361,180.747494,74.661479
535,8.916666667,535,2908.586819,2776.794563,5685.381382,27.067751,26.813063,0.001661,107.4558,103.561259,222.377504,0.003808,0,0,64.804924,79.826649,94.651498,93.583027,80.921137,115.388365,96.190599,132.280781,107.135864,91.535674,79.667073,163.13117,205.545696,86.12205,122.660399,140.817308,132.930496,131.728829,72.666287,102.271406,135.689569,181.05754,74.611871
540,9,540,2908.578035,2777.055165,5685.6332,27.068292,26.812137,0,107.453328,103.574555,222.378357,0.003693,0,0,64.690904,79.836873,94.43812,93.660916,80.739608,115.32134,95.976384,132.209924,106.931413,91.373754,79.389664,163.507299,205.963109,86.110618,122.645904,140.714084,132.838042,132.216633,72.843706,102.610374,135.816043,181.535627,74.556969
545,9.083333333,545,124.35961,125.923564,250.283173,1.150443,1.193553,0,108.097106,105.503159,224.874879,0.004406,0,0,65.060989,79.635648,93.752746,94.143814,81.495044,115.684823,96.131181,132.330863,107.727154,91.509531,79.582311,165.061265,206.267071,86.305029,122.941252,141.090554,133.087873,132.376462,73.141397,102.403312,135.97026,181.91735,74.819817
550,9.166666667,550,122.888337,124.72649,247.614828,1.136863,1.182087,0,108.094208,105.513814,224.861327,0.004152,0,0,65.193142,79.58873,93.697298,93.530557,81.44577,115.981282,96.537151,132.66659,107.685682,91.451514,79.361396,165.601239,205.761662,86.227936,123.013423,140.927033,133.201905,132.297861,73.159545,102.591937,136.281302,182.354151,74.759948
555,9.25,555,122.77953,124.458188,247.237718,1.135781,1.179325,0,108.101367,105.533418,224.864055,0.004406,0,0,64.917443,79.670157,93.739067,93.437875,81.437774,116.07283,96.295868,132.87218,107.859922,91.306395,79.397704,165.917936,204.791721,86.647394,123.153911,140.889622,133.18235,131.810639,73.017501,102.891813,136.262966,182.691206,74.793133
560,9.333333333,0,122.53407,124.08882,246.62289,1.13297,1.176514,0,108.152934,105.471623,224.916389,0.004136,0,0,-100444.7229,79.640437,93.252731,93.374699,81.783479,116.393143,96.187006,133.264907,107.572421,91.610568,79.041643,165.801799,201.079387,86.428244,123.446787,140.740228,133.200398,132.752931,72.942941,103.083043,136.564966,183.559536,74.607308
565,9.416666667,5,122.579735,123.912691,246.492427,1.132831,1.175694,0,108.206547,105.395338,224.993015,0.004316,0,0,65.093391,79.469321,93.030543,92.991355,81.600918,116.245103,96.09319,133.33023,107.788603,91.213093,79.092124,165.546601,199.716743,86.672429,123.52373,140.924343,133.508751,132.442874,72.983717,103.186341,136.818312,183.7113,74.812645
570,9.5,10,146.732278,147.052964,293.785242,1.355621,1.396182,0,108.239874,105.325104,225.024637,0.003947,0,0,65.185687,79.513288,93.150987,93.100493,81.792936,116.41523,96.318274,133.719132,107.829988,91.632463,79.299479,165.521958,198.58689,86.886924,123.881154,140.910975,133.601423,133.605288,73.113443,103.486153,137.166764,184.253559,74.58848
575,9.583333333,15,146.627766,147.528026,294.155792,1.354539,1.400886,0,108.249164,105.310529,225.034694,0.004037,0,0,65.185702,79.577723,92.596616,92.600658,81.973409,116.282577,96.165729,133.757017,107.557374,91.658374,79.091379,165.185113,197.634146,86.872699,123.998697,140.729159,133.766634,132.930038,73.133078,103.580176,137.227792,184.704691,74.946422
580,9.666666667,20,152.074572,152.246263,304.320835,1.40491,1.445511,0,108.245073,105.323485,225.039212,0.004037,0,0,65.100633,79.675437,92.71066,92.770067,81.915375,116.229493,96.082058,133.994708,107.569763,91.662083,79.169034,164.781549,196.273518,86.718149,124.366484,141.166095,133.887913,133.05761,73.001962,103.838389,137.394447,184.965863,74.965343
585,9.75,25,147.031141,147.311588,294.342729,1.358523,1.398476,0,108.228708,105.337208,225.014238,0.004193,0,0,64.844127,79.501682,92.673281,92.140836,81.69746,116.16276,95.963891,134.10346,107.490469,91.367267,79.111774,164.360722,194.728952,86.47132,124.404541,141.312383,133.918133,133.356577,72.978482,103.614142,137.461897,185.126464,75.056593
590,9.833333333,30,150.604098,149.447006,300.051104,1.402115,1.44347,0,107.412075,103.533131,222.308294,0.003915,0,0,64.895055,79.506601,92.984023,92.106052,81.735519,116.037141,95.867243,134.344471,106.626271,91.146638,79.243947,164.029849,194.411798,86.775728,124.445124,141.729826,134.345103,132.376575,72.894266,103.830228,138.071967,185.540456,74.93133
595,9.916666667,35,151.69339,151.961354,303.654744,1.402091,1.441946,0,108.190864,105.386303,224.970087,0.004119,0,0,65.220399,79.525672,92.603545,92.144259,81.973877,115.953838,95.790112,134.485605,107.40916,91.643865,79.293806,164.060383,193.223757,86.795859,124.822998,142.223125,134.357839,132.501944,73.010864,103.300029,138.011175,185.844413,74.891718
600,10,40,146.110441,146.724794,292.835235,1.350843,1.391756,0,108.162395,105.424232,224.926105,0.004136,0,0,65.086805,79.523576,92.275233,92.039063,81.738534,115.816336,95.732475,134.565877,107.447281,91.447551,79.411549,163.334175,192.630039,86.687983,124.8409,142.785246,134.429662,133.54572,72.834702,103.635022,138.245053,186.076362,75.150345
605,10.08333333,45,146.571358,147.083503,293.654861,1.355539,1.394583,0,108.127705,105.467702,224.887068,0.004144,0,0,65.385713,79.538878,91.915815,91.83774,81.706321,115.683305,95.465923,134.805731,107.344035,91.373197,79.522055,163.027843,191.943804,86.858593,125.079329,143.733176,134.648653,132.903174,72.978674,103.378359,138.495093,186.507165,74.936334
610,10.16666667,50,134.590117,134.588358,269.178475,1.245029,1.275542,0,108.101964,105.514666,224.869083,0.003972,0,0,65.640825,79.458674,92.255758,91.893381,81.647195,115.423079,95.358162,134.79243,107.1017,91.348321,79.536228,162.879481,191.111495,86.422551,125.331439,144.595073,134.645188,132.679601,72.914593,103.519719,138.646596,186.613551,74.949133
